Security Code,Security Id,Security Name,Group,Face Value,Industry,INR
531454,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,XT,5,Fibres &amp; Plastics,21.5
540079,SPRAYKING,Sprayking Agro Equipment Ltd,M ,10,Other Industrial Products,21.5
513642,AXELPOLY,AXEL POLYMERS LTD.,XT,10,Plastic Products,21.55
536995,RCLENDPLAG,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option,B ,10,,21.65
507946,KIDUJA,KIDUJA INDIA LTD.,XT,10,Comm.Trading  &amp; Distribution,21.9
531680,MAYUR,MAYUR LEATHER PRODUCTS LTD.,XT,10,Other Apparels &amp; Accessories,21.9
539982,ASYL,Advance Syntex Ltd,M ,10,Containers &amp; Packaging,21.95
530709,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,XT,10,Finance (including NBFCs),22
532525,MAHABANK,BANK OF MAHARASHTRA,B ,10,Banks,22.1
513216,UTTAMSTL,UTTAM GALVA STEELS LTD.,B ,10,Iron &amp; Steel/Interm.Products,22.2
521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,T ,1,Textiles,22.3
521127,KHTRFIB,KHATOR FIBRE &amp; FABRICS LTD.,XT,10,Textiles,22.35
539110,NORTHLINK,Northlink Fiscal and Capital Services Ltd,XT,10,Finance (including NBFCs),22.4
532388,IOB,INDIAN OVERSEAS BANK,A ,10,Banks,22.45
515127,RAMMA,RAMMAICA (INDIA) LTD.,P ,10,Commodity Chemicals,22.5
540718,AKM,AKM Lace and Embrotex Ltd,M ,10,Textiles,22.55
511441,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,XT,10,Other Financial Services,22.8
502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,XT,10,Construction Materials,22.85
539098,FILTRA,Filtra Consultants and Engineers Ltd,M ,10,Utilities:Non-Elec.,22.85
507872,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,XT,10,Textiles,23
517146,USHAMART,USHA MARTIN LTD.,B ,1,Iron &amp; Steel Products,23
526001,JAUSPOL,JAUSS POLYMERS LTD.,XT,10,Containers &amp; Packaging,23.1
519260,SANWARIA,Sanwaria Consumer Ltd-$,T ,1,Edible Oils,23.15
519262,PRIMAGR,PRIMA AGRO LTD.,XT,10,Other Agricultural Products,23.15
511473,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,B ,10,Other Financial Services,23.2
532693,PUNJLLOYD,PUNJ LLOYD LTD.,B ,2,Construction &amp; Engineering,23.3
502742,SINTEX,SINTEX INDUSTRIES LTD.,A ,1,Textiles,23.4
538716,ARYACAPM,Aryaman Capital Markets Ltd,M ,10,Other Financial Services,23.45
513488,SSWRL,SHREE STEEL WIRE ROPES LTD.,XT,10,Iron &amp; Steel Products,23.5
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.,XT,1,Healthcare Services,23.5
531404,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,B ,10,Electronic Components,23.5
532651,SPLIL,SPL INDUSTRIES LTD.,B ,10,Other Apparels &amp; Accessories,23.5
533644,UJAAS,Ujaas Energy Limited,B ,1,Heavy Electrical Equipment,23.5
539843,NINSYS,NINtec Systems Ltd,M ,10,IT Consulting &amp; Software,23.5
524210,PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.,XT,10,Commodity Chemicals,23.6
540150,MHEL,Mewar Hi-Tech Engineering Ltd,M ,10,Construction &amp; Engineering,23.6
540621,BHAGYAPROP,Bhagyanagar Properties Ltd,B ,2,Realty,23.65
511153,ANJANIFOODS,Anjani Foods Ltd,XT,10,Misc.Commercial Services,23.7
531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,XT,10,Finance (including NBFCs),23.9
517214,SPICEMOBI,Spice Mobility Limited-$,B ,3,Telecom Equipment,24
532744,GTNTEX,GTN TEXTILES LTD.,T ,10,Textiles,24
532884,REFEX,Refex Industries Limited,B ,10,Industrial Gases,24
539402,VAL,Vaksons Automobiles Ltd,M ,10,Other Agricultural Products,24
519248,JVLAGRO,JVL AGRO INDUSTRIES LTD.,B ,1,Edible Oils,24.1
524582,TIRUSTA,TIRUPATI STARCH &amp; CHEMICALS LTD.,XT,10,Other Food Products,24.1
503092,PASUSPG,PASUPATI SPG.&amp; WVG.MILLS LTD.,XT,10,Textiles,24.35
507315,SAKHTISUG,SAKTHI SUGARS LTD.,B ,10,Sugar,24.4
532751,EASUNREYRL,EASUN REYROLLE LTD.,T ,2,Other Elect.Equip./ Prod.,24.45
517429,ATHENAGLO,Athena Global Technologies Ltd-$,XT,10,IT Software Products,24.5
530461,SABOOSOD,SABOO SODIUM CHLORO LTD.,XT,10,Other Food Products,24.55
532121,DENABANK,DENA BANK,A ,10,Banks,24.65
538858,CAMSONBIO,Camson Bio Technologies Ltd,XT,10,Biotechnology,24.65
504240,DLTNCBL,DELTON CABLES LTD.,XT,10,Other Elect.Equip./ Prod.,24.75
540243,NEWLIGHT,New Light Apparels Ltd,XT,10,Comm.Trading  &amp; Distribution,24.8
511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,XT,10,Finance (including NBFCs),24.85
532976,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,T ,10,Iron &amp; Steel/Interm.Products,24.85
500108,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,B ,10,Telecom Services,25
526662,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,T ,10,Construction &amp; Engineering,25
540204,NIDL,Narendra Investments (Delhi) Ltd,XT,10,Consulting Services,25.05
532989,BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,T ,10,Pharmaceuticals,25.2
533632,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,T ,10,Investment Companies,25.2
539742,SIMBHALS,Simbhaoli Sugars Ltd,B ,10,Sugar,25.2
530899,ASIAPAK,ASIA PACK LTD.,XT,10,Textiles,25.4
538465,AMARSEC,Amarnath Securities Ltd,XT,10,Finance (including NBFCs),25.4
505703,DECANBRG,DECCAN BEARINGS LTD.,XT,10,Industrial Machinery,25.45
539455,DASL,Deepti Alloy Steel Ltd,XT,10,Iron &amp; Steel/Interm.Products,25.5
511391,INTRGLB,INTER GLOBE FINANCE LTD.,XT,10,Finance (including NBFCs),25.6
513515,SRIND,S.R.INDUSTRIES LTD.,XT,10,Textiles,25.7
513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,P ,10,Iron &amp; Steel Products,25.7
519415,KMGMILK,KMG MILK FOOD LTD.,P ,10,Packaged Foods,25.75
530449,RUNGTAIR,RUNGTA IRRIGATION LTD.,XT,10,Plastic Products,25.8
532795,SITINET,Siti Networks Ltd,B ,1,Broadcasting &amp; Cable TV,25.8
520077,AMTEKAUTO,AMTEK AUTO LTD.-$,T ,2,Auto Parts &amp; Equipment,25.9
540615,7NR,7NR Retail Ltd,M ,10,Specialty Retail,25.9
526468,EUROLED,EURO LEDER FASHION LTD.,Z ,10,Other Apparels &amp; Accessories,26
530741,OVOBELE,OVOBEL FOODS LTD.,P ,10,Other Food Products,26
534733,SUPREMEX,Supremex Shine Steels Ltd,XT,1,Iron &amp; Steel/Interm.Products,26
513151,STINDIA,STI INDIA LTD.,B ,10,Textiles,26.05
526558,JAMEHOT,JAMES HOTELS LTD.,XT,10,Hotels,26.2
519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,XT,10,Other Apparels &amp; Accessories,26.35
500013,ANSALAPI,ANSAL PROPERTIES &amp; INFRASTRUCTURE LTD.,B ,5,Realty,26.4
507828,ANSALHSG,ANSAL HOUSING &amp; CONSTRUCTION LTD.-$,B ,10,Realty,26.45
532387,PNC,PRITISH NANDY COMMUNICATIONS LTD.,T ,10,Movies &amp; Entertainment,26.5
530017,SIL,STANDARD INDUSTRIES LTD.,T ,5,Commodity Chemicals,26.6
532692,RMCL,RADHA MADHAV CORPORATION LTD.,B ,10,Containers &amp; Packaging,26.8
522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,XT,10,Iron &amp; Steel/Interm.Products,26.9
533152,MBLINFRA,MBL Infrastructures Ltd,T ,10,Construction &amp; Engineering,26.95
511122,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,XT,10,Finance (including NBFCs),27
531400,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,T ,6,Other Financial Services,27.05
534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.,XT,10,Other Financial Services,27.1
534927,EBFL,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD.,M ,1,Other Agricultural Products,27.15
501242,TCIFINANCE,TCI FINANCE LTD.,B ,10,Finance (including NBFCs),27.25
533164,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,T ,10,Plastic Products,27.45
538928,KARNAVATI,Karnavati Finance Ltd,T ,10,Finance (including NBFCs),27.5
540159,PURPLE,Purple Entertainment Ltd,XT,10,,27.5
523100,COSMOFE,COSMO FERRITES LTD.-$,XT,10,Iron &amp; Steel/Interm.Products,27.6
512489,OASISEC,OASIS SECURITIES LTD.,XT,10,Finance (including NBFCs),27.7
532951,GSS,GSS INFOTECH LTD.,B ,10,IT Consulting &amp; Software,27.7
532875,ADSL,ALLIED DIGITAL SERVICES LTD.,T ,5,IT Consulting &amp; Software,27.85
539725,GOKULAGRO,Gokul Agro Resources Ltd,T ,2,Edible Oils,27.9
524204,TEEAI,TEESTA AGRO INDUSTRIES LTD.,XT,10,Fertilizers,28
530363,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,B ,1,Sugar,28.05
540072,SHIVAEXPO,Shiva Granito Export Ltd,M ,10,Construction Materials,28.05
526921,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,B ,10,Other Financial Services,28.2
530377,NILA,NILA INFRASTRUCTURES LTD.,B ,1,Realty,28.25
532945,SHRIRAMEPC,SHRIRAM EPC LTD.,B ,10,Construction &amp; Engineering,28.25
500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,B ,10,Commodity Chemicals,28.3
532916,BVCL,BARAK VALLEY CEMENTS LTD.,T ,10,Cement &amp; Cement Products,28.4
538496,TARINI,Tarini International Ltd,M ,10,Consulting Services,28.4
500106,IFCI,IFCI LTD.,A ,10,Financial Institutions,28.5
514442,SRIKPRIND,SRI KPR INDUSTRIES LTD.,XT,10,Plastic Products,28.5
533704,ESSARSHPNG,ESSAR SHIPPING LTD.,B ,10,Shipping,28.5
500356,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,B ,10,Paper &amp; Paper Products,28.7
539785,PDMJEPAPER,Pudumjee Paper Products Ltd,B ,1,Paper &amp; Paper Products,28.75
539287,ORTINLAABS,Ortin Laboratories Ltd,B ,10,Pharmaceuticals,28.85
512175,VAMA,VAMA INDUSTRIES LTD.,XT,2,IT Consulting &amp; Software,29
506852,PACL,PUNJAB ALKALIES &amp; CHEMICALS LTD.,XT,10,Commodity Chemicals,29.15
526355,DUROPACK,DUROPACK LTD.,XT,10,Plastic Products,29.15
535458,NIBL,NRB INDUSTRIAL BEARINGS LTD.,B ,2,Other Industrial Goods,29.4
540693,SHISHIND,Shish Industries Ltd,M ,10,Plastic Products,29.4
530119,NATRAJPR,NATRAJ PROTEINS LTD.,XT,10,Edible Oils,29.5
536710,SRGSFL,S R G Securities Finance Ltd,M ,10,Finance (including NBFCs),29.75
506313,SASHWAT,Sashwat Technocrats Limited,P ,10,Construction Materials,29.85
526027,CUBEXTUB,CUBEX TUBINGS LTD.,T ,10,Copper,29.9
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,B ,10,Electric Utilities,29.9
532180,DHANBANK,Dhanlaxmi Bank Limited,B ,10,Banks,29.95
513446,MONNETISPA,MONNET ISPAT &amp; ENERGY LTD.,B ,10,Iron &amp; Steel/Interm.Products,30
524768,EMMESSA,EMMESSAR BIOTECH &amp; NUTRITION LTD.,XT,10,Commodity Chemicals,30
526043,POLYCHMP,POLYMECHPLAST MACHINES LTD.,XT,10,Industrial Machinery,30
533270,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,B ,10,Iron &amp; Steel Products,30
526073,GALXBRG,GALAXY BEARINGS LTD.,P ,10,Other Industrial Goods,30.05
500211,INSILCO,INSILCO LTD.,XT,10,Other Industrial Goods,30.15
514326,PATSPINLTD,PATSPIN INDIA LTD.,B ,10,Textiles,30.15
500388,SKPMIL,SHREE KRISHNA PAPER MILLS &amp; INDUSTRIES LTD.,XT,10,Paper &amp; Paper Products,30.2
500343,PDUMJEPULP,PUDUMJEE PULP &amp; PAPER MILLS LTD.,B ,2,Paper &amp; Paper Products,30.25
507442,DHARSUGAR,DHARANI SUGARS &amp; CHEMICALS LTD.,B ,10,Sugar,30.25
538057,CPSEETF,CPSE ETF,B ,10,,30.26
532505,UCOBANK,UCO BANK,A ,10,Banks,30.35
533098,NHPC,NHPC LTD.,A ,10,Electric Utilities,30.35
540147,SHASHIJIT,Shashijit Infraprojects Ltd,M ,10,Construction &amp; Engineering,30.5
514211,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,B ,10,Textiles,30.55
537954,SKP,Shri Krishna Prasadam Ltd,B ,10,Comm.Trading  &amp; Distribution,30.95
521232,SUNILTX,SUNIL INDUSTRIES LTD.,P ,10,Comm.Trading  &amp; Distribution,31
531043,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,XT,10,Healthcare Services,31
539265,AMRAFIN,Amrapali Fincap Ltd,M ,10,Finance (including NBFCs),31
540395,CHEMCRUX,Chemcrux Enterprises Ltd,M ,10,Specialty Chemicals,31
500183,HFCL,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,B ,1,Telecom Cables,31.3
512064,VISTR,VISHVPRABHA TRADING LTD.,XT,10,Misc.Commercial Services,31.3
532806,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,T ,5,Jute &amp; Jute Products,31.45
532780,PARSVNATH,PARSVNATH DEVELOPERS LTD.,B ,5,Realty,31.5
531892,KHANDSE,KHANDWALA SECURITIES LTD.,T ,10,Other Financial Services,31.55
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,A ,1,Banks,31.6
531314,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,XT,10,Finance (including NBFCs),31.65
511764,UPASAFN,UPASANA FINANCE LTD.,XT,10,Finance (including NBFCs),31.95
513307,SYNTHFO,SYNTHIKO FOILS LTD.,XT,5,Aluminium,32
523620,PHRMASI,PHAARMASIA LTD.,XT,10,Pharmaceuticals,32
519477,CIANAGRO,CIAN Agro Industries &amp; Infrastructure Ltd,P ,10,Edible Oils,32.2
500540,PREMIER,PREMIER LTD.,B ,10,Industrial Machinery,32.3
523724,VIJSHAN,VIJAY SHANTHI BUILDERS LTD.,B ,10,Realty,32.3
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,B ,1,Construction &amp; Engineering,32.75
513335,METALFORGE,Metalyst Forgings Limited,T ,10,Other Industrial Products,32.75
519570,LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LTD.,B ,2,Other Agricultural Products,32.8
514286,ASHIMASYN,ASHIMA LTD.,B ,10,Textiles,32.9
523232,CONTPTR,CONTINENTAL PETROLEUMS LTD.,XT,10,Oil Marketing &amp; Distribution,33
533206,SJVN,SJVN Ltd,A ,10,Electric Utilities,33.15
539216,JUNCTION,Junction Fabrics and Apparels Ltd,M ,10,Textiles,33.2
538771,PINCON,Pincon Spirit Ltd,B ,10,Breweries &amp; Distilleries,33.3
526093,SATHAISPAT,SATHAVAHANA ISPAT LTD.,B ,10,Iron &amp; Steel/Interm.Products,33.5
533192,KCPSUGIND,KCP SUGAR &amp; INDUSTRIES CORPORATION LTD.,B ,1,Sugar,33.5
590068,KHAITANLTD,KHAITAN (INDIA) LTD.,B ,10,Comm.Trading  &amp; Distribution,33.5
503776,MODIPON,MODIPON LTD.,XT,10,Agrochemicals,33.55
511208,IVC,IL&amp;FS INVESTMENT MANAGERS LTD.,B ,2,Asset Management Cos.,33.55
531911,GALAGEX,GALAXY AGRICO EXPORTS LTD.,XT,10,Industrial Machinery,33.6
539267,DRHABEEB,Dr Habeebullah Life Sciences Ltd,XT,10,Comm.Trading  &amp; Distribution,33.65
514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,P ,10,Textiles,33.7
513498,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,P ,10,Mining,33.8
530879,CIFL,Capital India Finance Ltd,XT,10,Other Financial Services,33.85
501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,T ,10,Shipping,34
507970,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.,XT,10,Personal Products,34
511758,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,XT,10,Finance (including NBFCs),34
539041,SVPHOUSING,SVP Housing Ltd,M ,10,Comm.Trading  &amp; Distribution,34
540082,RSTL,Riddhi Steel and Tube Ltd,M ,10,Iron &amp; Steel Products,34
532998,LEHIL,Lotus Eye Hospital And Institute Ltd,T ,10,Healthcare Facilities,34.1
539861,SKIL,SKIL Infrastructure Ltd,T ,10,Construction &amp; Engineering,34.1
514332,NEOINFRA,NEO INFRACON LTD.,XT,10,Realty,34.2
539015,ORTEL,Ortel Communications Ltd,B ,10,Broadcasting &amp; Cable TV,34.2
530853,HIPOLIN,HIPOLIN LTD.,XT,10,Household Products,34.45
539839,FRANKLIN,Franklin Leasing and Finance Ltd,M ,10,Finance (including NBFCs),34.45
500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,B ,2,Pharmaceuticals,34.55
526173,ANDREWYU,ANDREW YULE &amp; COMPANY LTD.,B ,2,Tea &amp; Coffee,34.6
534748,STEELXIND,STEEL EXCHANGE INDIA LTD.,B ,10,Iron &amp; Steel/Interm.Products,34.8
534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,B ,10,Transportation - Logistics,34.95
514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.,B ,10,Textiles,35
531727,MENNPIS,MENON PISTONS LTD.,XT,1,Auto Parts &amp; Equipment,35.25
532351,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,T ,5,Telecom Cables,35.45
503031,PENINLAND,PENINSULA LAND LTD.,B ,2,Realty,35.55
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,B ,1,Construction &amp; Engineering,35.85
502587,RAMAPULP,RAMA PULP &amp; PAPERS LTD.,XT,10,Paper &amp; Paper Products,36
512279,NNTL,N2N Technologies Limited,Z ,10,Misc.Commercial Services,36
518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,T ,10,Cement &amp; Cement Products,36
540401,MAXIMUS,Maximus International Ltd,M ,10,Finance (including NBFCs),36
526095,RALEGRA,RAVILEELA GRANITES LTD.,P ,10,Construction Materials,36.1
530401,VINYOFL,VINYOFLEX LTD.,XT,10,Commodity Chemicals,36.2
534532,LYPSAGEMS,Lypsa Gems &amp; Jewellery Ltd,B ,10,Other Apparels &amp; Accessories,36.25
532649,NECLIFE,NECTAR LIFESCIENCES LTD.,B ,1,Pharmaceuticals,36.35
532790,TANLA,TANLA SOLUTIONS LTD.,B ,1,IT Software Products,36.4
523260,PEARLPOLY,PEARL POLYMERS LTD.,B ,10,Containers &amp; Packaging,36.5
540080,NARAYANI,Narayani Steels Ltd,M ,10,Iron &amp; Steel/Interm.Products,36.5
523151,OTCO,OTCO INTERNATIONAL LTD.,XT,10,Consulting Services,36.65
533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.,B ,10,Finance (including NBFCs),36.85
521014,EUROTEXIND,EUROTEX INDUSTRIES &amp; EXPORTS LTD.,B ,10,Textiles,36.9
501343,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,B ,10,Finance (including NBFCs),37
526899,HIMIN,HIMALYA INTERNATIONAL LTD.,XT,10,Other Agricultural Products,37
539760,RELICAB,Relicab Cable Manufacturing Ltd,M ,10,Other Elect.Equip./ Prod.,37
540426,RELSTRUCT,Relstruct Buildcon Ltd,M ,10,Realty,37
526235,MERCATOR,MERCATOR LTD.-$,B ,1,Diversified,37.15
509449,BHAGWOX,BHAGWATI OXYGEN LTD.,XT,10,Commodity Chemicals,37.25
502589,VAPIPPR,VAPI PAPER MILLS LTD.,XT,10,Paper &amp; Paper Products,37.5
530961,VIKASECO,Vikas EcoTech Ltd,B ,1,Specialty Chemicals,37.55
506947,ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,P ,10,Commodity Chemicals,37.6
513005,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,XT,10,Iron &amp; Steel/Interm.Products,37.65
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,B ,5,Pharmaceuticals,37.7
523062,JJFINCOR,J.J.FINANCE CORPORATION LTD.,XT,10,Finance (including NBFCs),37.75
540144,DRA,DRA Consultants Ltd,M ,10,Consulting Services,37.75
538882,EMERALD,Emerald Leasing Finance &amp; Investment Company Ltd,XT,10,Other Financial Services,37.9
540787,BHARATIWIN,BHARAT 22 ETF - ICICI Prudential AMC,B ,10,,37.9
508954,FINKURVE,Finkurve Financial Services Ltd,XT,1,Finance (including NBFCs),38.25
508961,SHRICON,SHRICON INDUSTRIES LTD.,XT,10,Finance (including NBFCs),38.35
532365,DSSL,DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,B ,10,IT Consulting &amp; Software,38.35
539518,UDAYJEW,Uday Jewellery Industries Ltd,XT,10,Distributors,38.4
533096,ADANIPOWER,ADANI POWER LTD.,A ,10,Electric Utilities,38.75
539043,BKMINDST,BKM Industries Ltd,B ,1,Containers &amp; Packaging,38.8
540550,YUG,Yug Decor Ltd,M ,10,Specialty Chemicals,38.8
531810,METALCO,METAL COATINGS (INDIA) LTD.,XT,10,Iron &amp; Steel Products,38.95
521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,XT,10,Textiles,39
539290,BINDALAGRO,Oswal Greentech Ltd,B ,10,Investment Companies,39
540737,SGRL,Shree Ganesh Remedies Ltd,M ,10,,39.05
513703,KUMARWI,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD.,XT,10,Textiles,39.25
532665,RAJVIR,RAJVIR INDUSTRIES LTD.,B ,10,Textiles,39.25
532029,SINDHUTRAD,Sindhu Trade Links Limited,XT,10,Misc.Commercial Services,39.3
511549,MORARKFI,MORARKA FINANCE LTD.,XT,10,Finance (including NBFCs),39.55
514300,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,B ,10,Textiles,39.65
538119,RNBDENIMS,R&amp;B Denims Ltd,M ,10,Textiles,39.65
526721,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,XT,1,Other Leisure Facilities,39.75
531234,VICTORYPP,VICTORY PAPER &amp; BOARDS (INDIA) LTD.,XT,10,Paper &amp; Paper Products,39.75
530265,SAINIK,SAINIK FINANCE &amp; INDUSTRIES LTD.,XT,10,Cement &amp; Cement Products,39.95
502761,BLUBLND-B,Blue Blends (India) Ltd,B ,10,Textiles,40
524404,MARKSANS,MARKSANS PHARMA LTD.,A ,1,Pharmaceuticals,40
532179,CORPBANK,CORPORATION BANK,A ,2,Banks,40
532847,HILTON,HILTON METAL FORGING LTD.,B ,10,Other Industrial Products,40
534674,DUCON,Ducon Infratechnologies Ltd,B ,1,Comm.Trading  &amp; Distribution,40
539044,MANAKSTELTD,Manaksia Steels Ltd,T ,1,Iron &amp; Steel/Interm.Products,40
524580,PRIYALT,PRIYA LTD.-$,XT,10,Comm.Trading  &amp; Distribution,40.15
538714,SUCHITRA,Suchitra Finance &amp; Trading Company Ltd,XT,10,Finance (including NBFCs),40.25
526861,RISHILASE,RISHI LASER LTD.,XT,10,Industrial Machinery,40.3
532809,FSL,FIRSTSOURCE SOLUTIONS LTD.,A ,10,BPO/KPO,40.45
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,A ,1,Construction &amp; Engineering,40.5
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,B ,5,Petrochemicals,40.5
532939,RPOWER,RELIANCE POWER LTD.,A ,10,Electric Utilities,40.55
500117,DCW,DCW LTD.,T ,2,Petrochemicals,40.75
504341,RELTD,Ravindra Energy Ltd,XT,10,Other Financial Services,40.85
538668,NAYSAA,Naysaa Securities Ltd,M ,10,Finance (including NBFCs),40.95
531437,PWASML,Prakash Woollen &amp; Synthetic Mills Ltd,XT,10,Textiles,41
533451,KARMAENG,KARMA ENERGY LTD.,T ,10,Electric Utilities,41
532946,BANG,BANG OVERSEAS LTD.,B ,10,Other Apparels &amp; Accessories,41.1
531813,GANGAPA,GANGA PAPERS INDIA LTD.,XT,10,Paper &amp; Paper Products,41.25
540394,JDML,Jash Dealmark Ltd,MT,10,Comm.Trading  &amp; Distribution,41.25
532413,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,B ,10,Computer Hardware,41.3
500191,HMT,HMT LTD.,Z ,10,Commercial Vehicles,41.35
590030,SPIC,SOUTHERN PETROCHEMICALS LTD.,B ,10,Fertilizers,41.35
524212,WANBURY,WANBURY LTD.,T ,10,Pharmaceuticals,41.5
532877,SIMPLEX,SIMPLEX PROJECTS LTD.,T ,10,Construction &amp; Engineering,41.5
533162,HATHWAY,Hathway Cable &amp; Datacom Ltd,A ,2,Broadcasting &amp; Cable TV,41.5
532172,SPHEREGSL,Sphere Global Services Ltd.,B ,10,IT Consulting &amp; Software,41.55
539223,AMBITION,Ambition Mica Ltd,M ,10,Paper &amp; Paper Products,41.6
533292,A2ZINFRA,A2Z Infra Engineering Limited,B ,10,Utilities:Non-Elec.,41.8
540125,RADHIKAJWE,Radhika Jeweltech Ltd,M ,10,Other Apparels &amp; Accessories,41.8
500314,ORIENTHOT,ORIENTAL HOTELS LTD.,B ,1,Hotels,41.85
514280,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,XT,10,Textiles,41.85
533107,RNAVAL,Reliance Naval and Engineering Ltd,A ,10,Defence,41.85
539692,IFINSER,Interactive Financial Services Ltd,XT,10,Finance (including NBFCs),41.85
539526,SCTL,Suncare Traders Ltd,M ,10,Distributors,41.9
500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,XT,10,Finance (including NBFCs),41.95
538921,RAFL,Raghuvansh Agrofarms Ltd,M ,10,Other Agricultural Products,41.95
511147,WSFIN,WALL STREET FINANCE LTD.,XT,10,Finance (including NBFCs),42
533411,SANGHVIFOR,SANGHVI FORGING AND ENGINEERING LTD.,B ,10,Other Industrial Products,42.1
540715,SAGAR,Sagar Diamonds Ltd,M ,10,Other Apparels &amp; Accessories,42.25
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,B ,10,Other Apparels &amp; Accessories,42.6
590025,GINNIFILA,GINNI FILAMENTS LTD.,B ,10,Textiles,42.7
500136,ESTER,ESTER INDUSTRIES LTD.,B ,5,Commodity Chemicals,42.85
505509,RESPONIND,RESPONSIVE INDUSTRIES LTD.,B ,1,Plastic Products,43
514354,PREMIERPOL,PREMIER POLYFILM LTD.,B ,5,Commodity Chemicals,43
531112,AMAZEENT,Amaze Entertech Ltd,XT,10,Industrial Machinery,43
539220,MISHKA,Mishka Exim Ltd,B ,10,Other Apparels &amp; Accessories,43
540652,CTCL,Captain Technocast Ltd,M ,10,Other Industrial Goods,43
540736,SIDDH,Siddharth Education Services Ltd,M ,10,Education,43
536737,ACFSL,Amrapali Capital and Finance Services Ltd,M ,10,Finance (including NBFCs),43.25
516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,B ,10,Forest Products,43.6
532333,HBPOR,HB PORTFOLIO LTD.,XT,10,Other Financial Services,43.75
521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,T ,5,Textiles,43.8
